index	name	height	weight	description	image
228	Houndour	2' 00"	23.8	It cooperates with others skillfully. When it becomes your partner, it’s very loyal to you as its Trainer and will obey your orders.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png
229	Houndoom	4' 07"	77.2	They spew flames mixed with poison to finish off their opponents. They divvy up their prey evenly among the members of their pack.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png
230	Kingdra	5' 11"	335.1	With the arrival of a storm at sea, this Pokémon will show itself on the surface. When a Kingdra and a Dragonite meet, a fierce battle ensues.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/230.png
231	Phanpy	1' 08"	73.9	For its nest, Phanpy digs a vertical pit in the ground at the edge of a river. It marks the area around its nest with its trunk to let the others know that the area has been claimed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/231.png
232	Donphan	3' 07"	264.6	Donphan’s favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can’t stop very easily.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/232.png
233	Porygon2	2' 00"	71.7	This is a Porygon that was updated with special data. Porygon2 develops itself by learning about many different subjects all on its own.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png
234	Stantler	4' 07"	157.0	Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png
235	Smeargle	3' 11"	127.9	The fluid of Smeargle’s tail secretions changes in the intensity of its hue as the Pokémon’s emotions change.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png
236	Tyrogue	2' 04"	46.3	It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png
237	Hitmontop	4' 07"	105.8	It launches kicks while spinning. If it spins at high speed, it may bore its way into the ground.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png
238	Smoochum	1' 04"	13.2	If its face gets even slightly dirty, Smoochum will bathe immediately. But if its body gets dirty, Smoochum doesn’t really seem to care.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png
239	Elekid	2' 00"	51.8	When a storm approaches, this Pokémon gets restless. Once Elekid hears the sound of thunder, it gets full-on rowdy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png
240	Magby	2' 04"	47.2	This Pokémon is still small and timid. Whenever Magby gets excited or surprised, flames leak from its mouth and its nose.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png
241	Miltank	3' 11"	166.4	Miltank produces highly nutritious milk, so it’s been supporting the lives of people and other Pokémon since ancient times.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png
242	Blissey	4' 11"	103.2	Whenever a Blissey finds a weakened Pokémon, it will share its egg and offer its care until the other Pokémon is all better.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png
243	Raikou	6' 03"	392.4	Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png
244	Entei	6' 11"	436.5	Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png
245	Suicune	6' 07"	412.3	Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png
246	Larvitar	2' 00"	158.7	Born deep underground, it comes aboveground and becomes a pupa once it has finished eating the surrounding soil.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png
247	Pupitar	3' 11"	335.1	Even sealed in its shell, it can move freely. Hard and fast, it has outstanding destructive power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/247.png
248	Tyranitar	6' 07"	445.3	Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png
249	Lugia	17' 01"	476.2	Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/249.png
250	Ho-Oh	12' 06"	438.7	Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/250.png
251	Celebi	2' 00"	11.0	This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/251.png
252	Treecko	1' 08"	11.0	Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/252.png
253	Grovyle	2' 11"	47.6	The leaves growing out of Grovyle’s body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/253.png
254	Sceptile	5' 07"	115.1	The leaves growing on Sceptile’s body are very sharp edged. This Pokémon is very agile—it leaps all over the branches of trees and jumps on its foe from above or behind.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png
255	Torchic	1' 04"	5.5	Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/255.png
256	Combusken	2' 11"	43.0	Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out 10 kicks in one second.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/256.png
257	Blaziken	6' 03"	114.6	In battle, Blaziken blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon’s wrists burn.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png
258	Mudkip	1' 04"	16.8	The fin on Mudkip’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/258.png
259	Marshtomp	2' 04"	61.7	The surface of Marshtomp’s body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/259.png
260	Swampert	4' 11"	180.6	Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png
261	Poochyena	1' 08"	30.0	At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png
262	Mightyena	3' 03"	81.6	Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png
263	Zigzagoon	1' 04"	38.6	It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png
264	Linoone	1' 08"	71.7	Its fur is strong and supple. Shaving brushes made with shed Linoone hairs are highly prized.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png
265	Wurmple	1' 00"	7.9	Using the spikes on its rear end, Wurmple peels the bark off trees and feeds on the sap that oozes out. This Pokémon’s feet are tipped with suction pads that allow it to cling to glass without slipping.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png
266	Silcoon	2' 00"	22.0	Silcoon tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png
267	Beautifly	3' 03"	62.6	Beautifly’s favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a potted flower by an open window. Beautifly is sure to come looking for pollen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png
268	Cascoon	2' 04"	25.4	Cascoon makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png
269	Dustox	3' 11"	69.7	Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png
270	Lotad	1' 08"	5.7	It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png
271	Lombre	3' 11"	71.7	It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png
272	Ludicolo	4' 11"	121.3	The rhythm of bright, festive music activates Ludicolo’s cells, making it more powerful.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png
273	Seedot	1' 08"	8.8	If it remains still, it looks just like a real nut. It delights in surprising foraging Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png
274	Nuzleaf	3' 03"	61.7	It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png
275	Shiftry	4' 03"	131.4	A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png
276	Taillow	1' 00"	5.1	Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png
277	Swellow	2' 04"	43.7	Swellow flies high above our heads, making graceful arcs in the sky. This Pokémon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow’s clawed feet, preventing escape.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png
278	Wingull	2' 00"	20.9	It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png
279	Pelipper	3' 11"	61.7	It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png
280	Ralts	1' 04"	14.6	It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png
281	Kirlia	2' 07"	44.5	If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png
282	Gardevoir	5' 03"	106.7	It has the power to predict the future. Its power peaks when it is protecting its Trainer.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png
283	Surskit	1' 08"	3.7	If it’s in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png
284	Masquerain	2' 07"	7.9	Masquerain intimidates enemies with the eyelike patterns of its eyespots. If that doesn’t work, it deftly makes its escape on its set of four wings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png
285	Shroomish	1' 04"	9.9	Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png
286	Breloom	3' 11"	86.4	Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon’s fighting technique puts boxers to shame.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png
287	Slakoth	2' 07"	52.9	Slakoth lolls around for over 20 hours every day. Because it moves so little, it does not need much food. This Pokémon’s sole daily meal consists of just three leaves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png
288	Vigoroth	4' 07"	102.5	Vigoroth is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This Pokémon’s stress level rises if it can’t be moving constantly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png
289	Slaking	6' 07"	287.7	Slaking spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this Pokémon reluctantly moves to another spot.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png
290	Nincada	1' 08"	12.1	Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png
291	Ninjask	2' 07"	26.5	Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png
292	Shedinja	2' 07"	2.6	A most peculiar Pokémon that somehow appears in a Poké Ball when a Nincada evolves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png
293	Whismur	2' 00"	35.9	The cry of a Whismur is over 100 decibels. If you’re close to a Whismur when it lets out a cry, you’ll be stuck with an all-day headache.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png
294	Loudred	3' 03"	89.3	Loudred’s ears serve as speakers, and they can put out sound waves powerful enough to blow away a house.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png
295	Exploud	4' 11"	185.2	In the past, people would use the loud voices of these Pokémon as a means of communication between distant cities.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png
296	Makuhita	3' 03"	190.5	It practices its slaps by repeatedly slapping tree trunks. It has been known to slap an Exeggutor and get flung away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png
297	Hariyama	7' 07"	559.5	Although they enjoy comparing their strength, they’re also kind. They value etiquette, praising opponents they battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png
298	Azurill	0' 08"	4.4	The ball on Azurill’s tail bounces like a rubber ball, and it’s full of the nutrients the Pokémon needs to grow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png
299	Nosepass	3' 03"	213.8	It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png
300	Skitty	2' 00"	24.3	Skitty has the habit of becoming fascinated by moving objects and chasing them around. This Pokémon is known to chase after its own tail and become dizzy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png
301	Delcatty	3' 07"	71.9	Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png
302	Sableye	1' 08"	24.3	This Pokémon is feared. When its gemstone eyes begin to glow with a sinister shine, it’s believed that Sableye will steal people’s spirits away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png
303	Mawile	2' 00"	25.4	It uses its docile-looking face to lull foes into complacency, then bites with its huge, relentless jaws.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png
304	Aron	1' 04"	132.3	It eats iron ore—and sometimes railroad tracks— to build up the steel armor that protects its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png
305	Lairon	2' 11"	264.6	Lairon live in mountains brimming with spring water and iron ore, so these Pokémon often came into conflict with humans in the past.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png
306	Aggron	6' 11"	793.7	Aggron has a horn sharp enough to perforate thick iron sheets. It brings down its opponents by ramming into them horn first.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png
307	Meditite	2' 00"	24.7	Meditite undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this Pokémon always loses its concentration and focus. As a result, its training never ends.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png
308	Medicham	4' 03"	69.4	It is said that through meditation, Medicham heightens energy inside its body and sharpens its sixth sense. This Pokémon hides its presence by merging itself with fields and mountains.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png
309	Electrike	2' 00"	33.5	It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png
310	Manectric	4' 11"	88.6	It stimulates its own muscles with electricity, so it can move quickly. It eases its soreness with electricity, too, so it can recover quickly as well.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png
311	Plusle	1' 04"	9.3	Plusle always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this Pokémon shorts out its body to create the crackling noises of sparks to show its joy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png
312	Minun	1' 04"	9.3	Minun is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png
313	Volbeat	2' 04"	39.0	With the arrival of night, Volbeat emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This Pokémon is attracted by the sweet aroma of Illumise.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png
314	Illumise	2' 00"	39.0	Illumise attracts a swarm of Volbeat using a sweet fragrance. Once the Volbeat have gathered, this Pokémon leads the lit-up swarm in drawing geometric designs on the canvas of the night sky.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png
315	Roselia	1' 00"	4.4	Its flowers give off a relaxing fragrance. The stronger its aroma, the healthier the Roselia is.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png
316	Gulpin	1' 04"	22.7	Virtually all of Gulpin’s body is its stomach. As a result, it can swallow something its own size. This Pokémon’s stomach contains a special fluid that digests anything.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png
317	Swalot	5' 07"	176.4	When Swalot spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this Pokémon gulps it down whole with its cavernous mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png
318	Carvanha	2' 07"	45.9	It won’t attack while it’s alone—not even if it spots prey. Instead, it waits for other Carvanha to join it, and then the Pokémon attack as a group.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png
319	Sharpedo	5' 11"	195.8	As soon as it catches the scent of prey, Sharpedo will jet seawater from its backside, hurtling toward the target to attack at 75 mph.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png
320	Wailmer	6' 07"	286.6	It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png
321	Wailord	47' 07"	877.4	It can sometimes knock out opponents with the shock created by breaching and crashing its big body onto the water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png
322	Numel	2' 04"	52.9	Numel is extremely dull witted—it doesn’t notice being hit. However, it can’t stand hunger for even a second. This Pokémon’s body is a seething cauldron of boiling magma.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png
323	Camerupt	6' 03"	485.0	Camerupt has a volcano inside its body. Magma of 18,000 degrees Fahrenheit courses through its body. Occasionally, the humps on this Pokémon’s back erupt, spewing the superheated magma.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png
324	Torkoal	1' 08"	177.3	It burns coal inside its shell for energy. It blows out black soot if it is endangered.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png
325	Spoink	2' 04"	67.5	Spoink bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this Pokémon cannot afford to stop bouncing—if it stops, its heart will stop.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png
326	Grumpig	2' 11"	157.6	Grumpig uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this Pokémon uses its special power, its snorting breath grows labored.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png
327	Spinda	3' 07"	11.0	Its steps are shaky and stumbling. Walking for a long time makes it feel sick.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png
328	Trapinch	2' 04"	33.1	Its nest is a sloped, bowl-like pit in the desert. Once something has fallen in, there is no escape.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png
329	Vibrava	3' 07"	33.7	The ultrasonic waves it generates by rubbing its two wings together cause severe headaches.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png
330	Flygon	6' 07"	180.8	This Pokémon hides in the heart of sandstorms it creates and seldom appears where people can see it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png
331	Cacnea	1' 04"	113.1	Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this Pokémon shoots sharp thorns from its body to bring the victim down.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png
332	Cacturne	4' 03"	170.6	During the daytime, Cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png
333	Swablu	1' 04"	2.6	Its cottony wings are full of air, making them light and fluffy to the touch. Swablu takes diligent care of its wings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png
334	Altaria	3' 07"	45.4	As it flies in a calm and relaxed manner, Altaria performs a humming song that would enrapture any audience.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png
335	Zangoose	4' 03"	88.8	Memories of battling its archrival Seviper are etched into every cell of Zangoose’s body. This Pokémon adroitly dodges attacks with incredible agility.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png
336	Seviper	8' 10"	115.7	Seviper shares a generations-long feud with Zangoose. The scars on its body are evidence of vicious battles. This Pokémon attacks using its sword-edged tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png
337	Lunatone	3' 03"	370.4	The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png
338	Solrock	3' 11"	339.5	When it rotates itself, it gives off light similar to the sun, thus blinding its foes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png
339	Barboach	1' 04"	4.2	Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png
340	Whiscash	2' 11"	52.0	It makes its nest at the bottom of swamps. It will eat anything—if it is alive, Whiscash will eat it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png
341	Corphish	2' 00"	25.4	No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png
342	Crawdaunt	3' 07"	72.3	A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png
343	Baltoy	1' 08"	47.4	It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png
344	Claydol	4' 11"	238.1	This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png
345	Lileep	3' 03"	52.5	This Pokémon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100,000,000 years ago.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/345.png
346	Cradily	4' 11"	133.2	It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/346.png
347	Anorith	2' 04"	27.6	This Pokémon was restored from a fossil. Anorith lived in the ocean about 100,000,000 years ago, hunting with its pair of claws.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/347.png
348	Armaldo	4' 11"	150.4	After evolution, this Pokémon emerged onto land. Its lower body has become stronger, and blows from its tail are devastating.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/348.png
349	Feebas	2' 00"	16.3	Although unattractive and unpopular, this Pokémon’s marvelous vitality has made it a subject of research.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/349.png
350	Milotic	20' 04"	357.1	Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pokémon of all.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/350.png
351	Castform	1' 00"	1.8	Although its form changes with the weather, that is apparently the result of a chemical reaction and not the result of its own free will.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png
352	Kecleon	3' 03"	48.5	It changes its hue to blend into its surroundings. If no one takes notice of it for too long, it will pout and never reveal itself.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/352.png
353	Shuppet	2' 00"	5.1	It eats up emotions like malice, jealousy, and resentment, so some people are grateful for its presence.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/353.png
354	Banette	3' 07"	27.6	It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png
355	Duskull	2' 07"	33.1	If it finds bad children who won’t listen to their parents, it will spirit them away—or so it’s said.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png
356	Dusclops	5' 03"	67.5	Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png
357	Tropius	6' 07"	220.5	The bunches of fruit growing around the necks of Tropius in Alola are especially sweet compared to those in other regions.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png
358	Chimecho	2' 00"	2.2	Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png
359	Absol	3' 11"	103.6	Swift as the wind, Absol races through fields and mountains. Its curved, bow-like horn is acutely sensitive to the warning signs of natural disasters.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png
360	Wynaut	2' 00"	30.9	It tends to move in a pack. Individuals squash against one another to toughen their spirits.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png
361	Snorunt	2' 04"	37.0	It’s said that if they are seen at midnight, they’ll cause heavy snow. They eat snow and ice to survive.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png
362	Glalie	4' 11"	565.5	It has a body of ice that won’t melt, even with fire. It can instantly freeze moisture in the atmosphere.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png
363	Spheal	2' 07"	87.1	This Pokémon’s body is covered in blubber and impressively round. It’s faster for Spheal to roll around than walk.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png
364	Sealeo	3' 07"	193.1	Sealeo live on top of drift ice. They go swimming when they’re on the hunt, seeking out their prey by scent.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png
365	Walrein	4' 07"	332.0	Walrein form herds of 20 to 30 individuals. When a threat appears, the herd’s leader will protect the group with its life.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png
366	Clamperl	1' 04"	115.7	Despite its appearance, it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png
367	Huntail	5' 07"	59.5	It’s not the strongest swimmer. It wags its tail to lure in its prey and then gulps them down as soon as they get close.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png
